# time (s)	h_+ (strain)	h_x (strain)
-0.874027961	4.936373235299382401e-21	-7.844069941650670241e-20
-0.873966925	5.860438239720608656e-21	-7.837810651590383041e-20
-0.873905890	6.783737128039545278e-21	-7.830462808584503104e-20
-0.873844855	7.706141659056996534e-21	-7.822027321979973343e-20
-0.873783820	8.627523696349395430e-21	-7.812505252221029712e-20
-0.873722785	9.547755226095957581e-21	-7.801897810731962630e-20
-0.873661750	1.046670837486654685e-20	-7.790206359779145770e-20
-0.873600714	1.138425542741214175e-20	-7.777432412311837481e-20
-0.873539679	1.230026884439353366e-20	-7.763577631782638377e-20
-0.873478644	1.321462128014308787e-20	-7.748643831946338794e-20
-0.873417609	1.412718560037753928e-20	-7.732632976638173226e-20
-0.873356574	1.503783489990332674e-20	-7.715547179530870286e-20
-0.873295539	1.594644252025061822e-20	-7.697388703871670583e-20
-0.873234503	1.685288206733022754e-20	-7.678159962197541868e-20
-0.873173468	1.775702742903617473e-20	-7.657863516030010618e-20
-0.873112433	1.865875279280566519e-20	-7.636502075549742471e-20
-0.873051398	1.955793266315740229e-20	-7.614078499251037613e-20
-0.872990363	2.045444187916732216e-20	-7.590595793573632699e-20
-0.872929328	2.134815563193376603e-20	-7.566057112513878462e-20
-0.872868293	2.223894948198161261e-20	-7.540465757216136828e-20
-0.872807257	2.312669937661940574e-20	-7.513825175543639188e-20
-0.872746222	2.401128166722573721e-20	-7.486138961629571383e-20
-0.872685187	2.489257312653105552e-20	-7.457410855406282538e-20
-0.872624152	2.577045096581909711e-20	-7.427644742114848208e-20
-0.872563117	2.664479285205926103e-20	-7.396844651794786810e-20
-0.872502082	2.751547692498426608e-20	-7.365014758753444259e-20
-0.872441046	2.838238181414419729e-20	-7.332159381013841887e-20
-0.872380011	2.924538665583782849e-20	-7.298282979744527758e-20
-0.872318976	3.010437111003638866e-20	-7.263390158667190705e-20
-0.872257941	3.095921537716526083e-20	-7.227485663447633137e-20
-0.872196906	3.180980021485555222e-20	-7.190574381068266948e-20
-0.872135871	3.265600695463506379e-20	-7.152661339175541049e-20
-0.872074836	3.349771751856089204e-20	-7.113751705406381070e-20
-0.872013800	3.433481443573976123e-20	-7.073850786698321257e-20
-0.871952765	3.516718085878424607e-20	-7.032964028579430950e-20
-0.871891730	3.599470058019019391e-20	-6.991097014438532785e-20
-0.871830695	3.681725804860130542e-20	-6.948255464777441132e-20
-0.871769660	3.763473838499469195e-20	-6.904445236443651144e-20
-0.871708625	3.844702739880878745e-20	-6.859672321842201278e-20
-0.871647589	3.925401160393977951e-20	-6.813942848130555136e-20
-0.871586554	4.005557823466778011e-20	-6.767263076393281497e-20
-0.871525519	4.085161526147123823e-20	-6.719639400798803951e-20
-0.871464484	4.164201140675080370e-20	-6.671078347737012803e-20
-0.871403449	4.242665616046275052e-20	-6.621586574937374527e-20
-0.871342414	4.320543979560852727e-20	-6.571170870564785901e-20
-0.871281378	4.397825338364027674e-20	-6.519838152301674586e-20
-0.871220343	4.474498880979196052e-20	-6.467595466417495713e-20
-0.871159308	4.550553878828732636e-20	-6.414449986814343306e-20
-0.871098273	4.625979687743425774e-20	-6.360409014054190761e-20
-0.871037238	4.700765749457275272e-20	-6.305479974370688967e-20
-0.870976203	4.774901593094758095e-20	-6.249670418660402716e-20
-0.870915168	4.848376836645532780e-20	-6.192988021456911161e-20
-0.870854132	4.921181188425715915e-20	-6.135440579888521007e-20
-0.870793097	4.993304448527677662e-20	-6.077036012618148005e-20
-0.870732062	5.064736510256419570e-20	-6.017782358766914706e-20
-0.870671027	5.135467361556427461e-20	-5.957687776818127802e-20
-0.870609992	5.205487086422952565e-20	-5.896760543506643682e-20
-0.870548957	5.274785866299610736e-20	-5.835009052692124782e-20
-0.870487921	5.343353981463455293e-20	-5.772441814221704528e-20
-0.870426886	5.411181812395403171e-20	-5.709067452778987804e-20
-0.870365851	5.478259841143472527e-20	-5.644894706691388744e-20
-0.870304816	5.544578652667891942e-20	-5.579932426734937123e-20
-0.870243781	5.610128936171768146e-20	-5.514189574925343245e-20
-0.870182746	5.674901486420075396e-20	-5.447675223290708715e-20
-0.870121711	5.738887205039543227e-20	-5.380398552633376770e-20
-0.870060675	5.802077101807497206e-20	-5.312368851272880215e-20
-0.869999640	5.864462295924397874e-20	-5.243595513775200808e-20
-0.869938605	5.926034017274176532e-20	-5.174088039663939947e-20
-0.869877570	5.986783607664634026e-20	-5.103856032121856708e-20
-0.869816535	6.046702522057414245e-20	-5.032909196672345503e-20
-0.869755500	6.105782329778064698e-20	-4.961257339851382805e-20
-0.869694464	6.164014715716014850e-20	-4.888910367858608824e-20
-0.869633429	6.221391481502359326e-20	-4.815878285196591795e-20
-0.869572394	6.277904546674514685e-20	-4.742171193278871138e-20
-0.869511359	6.333545949825020991e-20	-4.667799289058728444e-20
-0.869450324	6.388307849734619355e-20	-4.592772863634459699e-20
-0.869389289	6.442182526488635292e-20	-4.517102300834681039e-20
-0.869328253	6.495162382576261004e-20	-4.440798075791138225e-20
-0.869267218	6.547239943972357462e-20	-4.363870753499535028e-20
-0.869206183	6.598407861205559498e-20	-4.286330987362705652e-20
-0.869145148	6.648658910405263085e-20	-4.208189517726991637e-20
-0.869084113	6.697985994334133232e-20	-4.129457170402076824e-20
-0.869023078	6.746382143400603875e-20	-4.050144855172699711e-20
-0.868962043	6.793840516657863755e-20	-3.970263564291852812e-20
-0.868901007	6.840354402781117812e-20	-3.889824370971115989e-20
-0.868839972	6.885917221031299656e-20	-3.808838427866713009e-20
-0.868778937	6.930522522196801960e-20	-3.727316965535040323e-20
-0.868717902	6.974163989520087097e-20	-3.645271290872345419e-20
-0.868656867	7.016835439603220880e-20	-3.562712785556772286e-20
-0.868595832	7.058530823297224881e-20	-3.479652904475701178e-20
-0.868534796	7.099244226571051207e-20	-3.396103174146064169e-20
-0.868473761	7.138969871364030391e-20	-3.312075191120279415e-20
-0.868412726	7.177702116418070534e-20	-3.227580620384844016e-20
-0.868351691	7.215435458091515579e-20	-3.142631193748176582e-20
-0.868290656	7.252164531153578169e-20	-3.057238708219561393e-20
-0.868229621	7.287884109560804791e-20	-2.971415024376166846e-20
-0.868168586	7.322589107214513925e-20	-2.885172064723723375e-20
-0.868107550	7.356274578713067895e-20	-2.798521812053933313e-20
-0.868046515	7.388935720064946021e-20	-2.711476307783613907e-20
-0.867985480	7.420567869376378650e-20	-2.624047650280695260e-20
-0.867924445	7.451166507529582641e-20	-2.536247993188670912e-20
-0.867863410	7.480727258841492000e-20	-2.448089543743436775e-20
-0.867802375	7.509245891702402270e-20	-2.359584561082680646e-20
-0.867741339	7.536718319195513304e-20	-2.270745354545501525e-20
-0.867680304	7.563140599695911531e-20	-2.181584281965846400e-20
-0.867619269	7.588508937449242094e-20	-2.092113747959638415e-20
-0.867558234	7.612819683130665476e-20	-2.002346202203232925e-20
-0.867497199	7.636069334382940658e-20	-1.912294137707315725e-20
-0.867436164	7.658254536333272499e-20	-1.821970089080892670e-20
-0.867375128	7.679372082047886570e-20	-1.731386630778840579e-20
-0.867314093	7.699418913005679122e-20	-1.640556375354661155e-20
-0.867253058	7.718392119598207764e-20	-1.549491971730868004e-20
-0.867192023	7.736288941569532932e-20	-1.458206103435703582e-20
-0.867130988	7.753106768430603384e-20	-1.366711486844485893e-20
-0.867069953	7.768843139853849155e-20	-1.275020869411560717e-20
-0.867008918	7.783495746046976871e-20	-1.183147027897027491e-20
-0.866947882	7.797062428105537710e-20	-1.091102766590697121e-20
-0.866886847	7.809541178344855405e-20	-9.989009155295472211e-21
-0.866825812	7.820930140610577640e-20	-9.065543287137998608e-21
-0.866764777	7.831227610582997046e-20	-8.140758823216499576e-21
-0.866703742	7.840432036111868111e-20	-7.214784729272695574e-21
-0.866642707	7.848542017411196934e-20	-6.287750156913841630e-21
-0.866581671	7.855556307258276458e-20	-5.359784425543508154e-21
-0.866520636	7.861473811198211802e-20	-4.431017004370825353e-21
-0.866459601	7.866293587727699718e-20	-3.501577494336336367e-21
-0.866398566	7.870014848457055876e-20	-2.571595610068559222e-21
-0.866337531	7.872636958251212193e-20	-1.641201161770965716e-21
-0.866276496	7.874159435349063103e-20	-7.105240371582688154e-22
-0.866215461	7.874581951461716870e-20	2.203058166942402290e-22
-0.866154425	7.873904331848674545e-20	1.151158411478277089e-21
-0.866093390	7.872126555339050103e-20	2.081903735812530951e-21
-0.866032355	7.869248754344563248e-20	3.012411773377844546e-21
-0.865971320	7.865271214922246487e-20	3.942552521033723749e-21
-0.865910285	7.860194376770552346e-20	4.872196006954091437e-21
-0.865849250	7.854018833198876730e-20	5.801212308812303022e-21
-0.865788214	7.846745331075953632e-20	6.729471571896700044e-21
-0.865727179	7.838374770756477202e-20	7.656844027288386735e-21
-0.865666144	7.828908205986181085e-20	8.583200010018058694e-21
-0.865605109	7.818346843786147810e-20	9.508409977168545929e-21
-0.865544074	7.806692044329619088e-20	1.043234452601523427e-20
-0.865483039	7.793945320790868090e-20	1.135487441218862445e-20
-0.865422003	7.780108339144074581e-20	1.227587056770317747e-20
-0.865360968	7.765182917959024683e-20	1.319520411904994135e-20
-0.865299933	7.749171028178095405e-20	1.411274640522437487e-20
-0.865238898	7.732074792871422005e-20	1.502836899576004388e-20
-0.865177863	7.713896486970961972e-20	1.594194370872123208e-20
-0.865116828	7.694638536983210075e-20	1.685334262866537645e-20
-0.865055793	7.674303520681675496e-20	1.776243812454268417e-20
-0.864994757	7.652894166790969141e-20	1.866910286766603409e-20
-0.864933722	7.630413354645587826e-20	1.957320984954154002e-20
-0.864872687	7.606864113794835034e-20	2.047463239970719398e-20
-0.864811652	7.582249623609213796e-20	2.137324420344118721e-20
-0.864750617	7.556573212864283783e-20	2.226891931956383130e-20
-0.864689582	7.529838359306891329e-20	2.316153219806605242e-20
-0.864628546	7.502048689198344867e-20	2.405095769776554965e-20
-0.864567511	7.473207976837647357e-20	2.493707110387557935e-20
-0.864506476	7.443320144063458031e-20	2.581974814550727383e-20
-0.864445441	7.412389259683346659e-20	2.669886501303141231e-20
-0.864384406	7.380419538908023943e-20	2.757429837533051320e-20
-0.864323371	7.347415342865212730e-20	2.844592539733982178e-20
-0.864262336	7.313381178027581814e-20	2.931362375731389815e-20
-0.864201300	7.278321695610293382e-20	3.017727166408270273e-20
-0.864140265	7.242241690951220706e-20	3.103674787415807621e-20
-0.864079230	7.205146102869609857e-20	3.189193170880179407e-20
-0.864018195	7.167040013003613975e-20	3.274270307103937623e-20
-0.863957160	7.127928645129793603e-20	3.358894246254732688e-20
-0.863896125	7.087817364487967504e-20	3.443053100065907181e-20
-0.863835089	7.046711677153464220e-20	3.526735043554109982e-20
-0.863774054	7.004617229203606078e-20	3.609928316650915229e-20
-0.863713019	6.961539805921674187e-20	3.692621225849317285e-20
-0.863651984	6.917485331016794875e-20	3.774802145850698757e-20
-0.863590949	6.872459865822243659e-20	3.856459521206658086e-20
-0.863529914	6.826469608476431501e-20	3.937581867947545215e-20
-0.863468878	6.779520893081496106e-20	4.018157775206874561e-20
-0.863407843	6.731620188845694950e-20	4.098175906830446707e-20
-0.863346808	6.682774099204761132e-20	4.177625002978918921e-20
-0.863285773	6.632989360901402747e-20	4.256493881704432797e-20
-0.863224738	6.582272842989476734e-20	4.334771440485186810e-20
-0.863163703	6.530631545978841079e-20	4.412446657832437677e-20
-0.863102668	6.478072600909892505e-20	4.489508594866394943e-20
-0.863041632	6.424603268384284456e-20	4.565946396860793921e-20
-0.862980597	6.370230937571628728e-20	4.641749294784208408e-20
-0.862919562	6.314963125204634293e-20	4.716906606820189589e-20
-0.862858527	6.258807474549645990e-20	4.791407739884695410e-20
-0.862797492	6.201771754365815407e-20	4.865242191122473146e-20
-0.862736457	6.143863857839466989e-20	4.938399549400500105e-20
-0.862675421	6.085091801507492367e-20	5.010869496781702822e-20
-0.862614386	6.025463724195763332e-20	5.082641810020661329e-20
-0.862553351	5.964987885919746015e-20	5.153706362029687219e-20
-0.862492316	5.903672666699897496e-20	5.224053123277881145e-20
-0.862431281	5.841526565408125246e-20	5.293672163211933475e-20
-0.862370246	5.778558198602255249e-20	5.362553651666200515e-20
-0.862309211	5.714776299343429170e-20	5.430687860259456315e-20
-0.862248175	5.650189715995055917e-20	5.498065163779677829e-20
-0.862187140	5.584807411008031332e-20	5.564676041551769941e-20
-0.862126105	5.518638459688182746e-20	5.630511078792636535e-20
-0.862065070	5.451692048948201378e-20	5.695560967951125789e-20
-0.862004035	5.383977476042603075e-20	5.759816510034143688e-20
-0.861943000	5.315504147266857122e-20	5.823268615899232269e-20
-0.861881964	5.246281576635794461e-20	5.885908307527454041e-20
-0.861820929	5.176319384618539539e-20	5.947726719333407126e-20
-0.861759894	5.105627296813657685e-20	6.008715099440175229e-20
-0.861698859	5.034215142612187781e-20	6.068864810924860245e-20
-0.861637824	4.962092853838365446e-20	6.128167333054873997e-20
-0.861576789	4.889270463381486941e-20	6.186614262503285500e-20
-0.861515753	4.815758103808787013e-20	6.244197314551810966e-20
-0.861454718	4.741566005965693477e-20	6.300908324275994987e-20
-0.861393683	4.666704497561600007e-20	6.356739247714165744e-20
-0.861332648	4.591184001744241628e-20	6.411682163017896488e-20
-0.861271613	4.515015035657730510e-20	6.465729271589737820e-20
-0.861210578	4.438208209002915508e-20	6.518872899229059337e-20
-0.861149543	4.360774222570064283e-20	6.571105497228644054e-20
-0.861088507	4.282723866735619015e-20	6.622419643438034048e-20
-0.861027472	4.204068019971491708e-20	6.672808043325872210e-20
-0.860966437	4.124817647333712946e-20	6.722263531031263792e-20
-0.860905402	4.044983798945295017e-20	6.770779070392860960e-20
-0.860844367	3.964577608463029780e-20	6.818347755962531484e-20
-0.860783332	3.883610291535268965e-20	6.864962813999065164e-20
-0.860722296	3.802093144241987125e-20	6.910617603447062632e-20
-0.860661261	3.720037541530952398e-20	6.955305616892945307e-20
-0.860600226	3.637454935636607235e-20	6.999020481505857638e-20
-0.860539191	3.554356854489484994e-20	7.041755959958459026e-20
-0.860478156	3.470754900103704623e-20	7.083505951319866795e-20
-0.860417121	3.386660746960333636e-20	7.124264491936290070e-20
-0.860356086	3.302086140401196843e-20	7.164025756305406786e-20
-0.860295050	3.217042894997162295e-20	7.202784057922338044e-20
-0.860234015	3.131542892902872300e-20	7.240533850106605115e-20
-0.860172980	3.045598082204834787e-20	7.277269726808131121e-20
-0.860111945	2.959220475258653033e-20	7.312986423394351755e-20
-0.860050910	2.872422147018474632e-20	7.347678817416971320e-20
-0.859989875	2.785215233352257792e-20	7.381341929361060407e-20
-0.859928839	2.697611929353021772e-20	7.413970923372131762e-20
-0.859867804	2.609624487640153800e-20	7.445561107963870189e-20
-0.859806769	2.521265216651780880e-20	7.476107936705911022e-20
-0.859745734	2.432546478927579958e-20	7.505607008893240413e-20
-0.859684699	2.343480689384488332e-20	7.534054070201626601e-20
-0.859623664	2.254080313584686563e-20	7.561445013309094643e-20
-0.859562628	2.164357865998049459e-20	7.587775878497685623e-20
-0.859501593	2.074325908254313188e-20	7.613042854239756681e-20
-0.859440558	1.983997047389458891e-20	7.637242277763153575e-20
-0.859379523	1.893383934085725073e-20	7.660370635595600058e-20
-0.859318488	1.802499260905925563e-20	7.682424564088040455e-20
-0.859257453	1.711355760517083376e-20	7.703400849918169228e-20
-0.859196418	1.619966203914089556e-20	7.723296430571499392e-20
-0.859135382	1.528343398631854580e-20	7.742108394802699766e-20
-0.859074347	1.436500186957576531e-20	7.759833983074549326e-20
-0.859013312	1.344449444131088806e-20	7.776470587977141123e-20
-0.858952277	1.252204076545301428e-20	7.792015754621195706e-20
-0.858891242	1.159777019927120786e-20	7.806467180991997688e-20
-0.858830207	1.067181237537356191e-20	7.819822718316085590e-20
-0.858769171	9.744297183594619123e-21	7.832080371406770889e-20
-0.858708136	8.815354752814427542e-21	7.843238298975676452e-20
-0.858647101	7.885115432725979968e-21	7.853294813922886304e-20
-0.858586066	6.953709775589350886e-21	7.862248383605273411e-20
-0.858525031	6.021268517912589379e-21	7.870097630083649456e-20
-0.858463996	5.087922562128833151e-21	7.876841330347901235e-20
-0.858402961	4.153802958254469449e-21	7.882478416520421821e-20
-0.858341925	3.219040885499549845e-21	7.887007976037938811e-20
-0.858280890	2.283767633855366952e-21	7.890429251811610871e-20
-0.858219855	1.348114585688691211e-21	7.892741642365086814e-20
-0.858158820	4.122131972825205156e-22	7.893944701951239827e-20
-0.858097785	-5.238050196490086532e-22	7.894038140669235124e-20
-0.858036750	-1.459808516491120753e-21	7.893021824553855778e-20
-0.857975714	-2.395665726161240642e-21	7.890895775590043493e-20
-0.857914679	-3.331245081555076907e-21	7.887660171737670881e-20
-0.857853644	-4.266415034073011771e-21	7.883315346938342397e-20
-0.857792609	-5.201044072072270756e-21	7.877861791100467182e-20
-0.857731574	-6.135000739394859450e-21	7.871300150062159631e-20
-0.857670539	-7.068153653847468060e-21	7.863631225532302329e-20
-0.857609503	-8.000371525680167006e-21	7.854855975009761712e-20
-0.857548468	-8.931523176038951610e-21	7.844975511680882856e-20
-0.857487433	-9.861477555478842993e-21	7.833991104294344955e-20
-0.857426398	-1.079010376237852129e-20	7.821904177014954350e-20
-0.857365363	-1.171727106137915938e-20	7.808716309255141306e-20
-0.857304328	-1.264284890180807185e-20	7.794429235484100358e-20
-0.857243293	-1.356670693607118949e-20	7.779044844986003041e-20
-0.857182257	-1.448871503800246217e-20	7.762565181609744967e-20
-0.857121222	-1.540874332120033387e-20	7.744992443555456486e-20
-0.857060187	-1.632666215731299559e-20	7.726328983101575544e-20
-0.856999152	-1.724234219434812906e-20	7.706577306305189838e-20
-0.856938117	-1.815565437491738255e-20	7.685740072681206975e-20
-0.856877082	-1.906646995444414868e-20	7.663820094859888021e-20
-0.856816046	-1.997466051931900208e-20	7.640820338223168129e-20
-0.856755011	-2.088009800506982826e-20	7.616743920517908139e-20
-0.856693976	-2.178265471442198790e-20	7.591594111449293453e-20
-0.856632941	-2.268220333533340198e-20	7.565374332252193050e-20
-0.856571906	-2.357861695899305919e-20	7.538088155240813263e-20
-0.856510871	-2.447176909776711707e-20	7.509739303336863003e-20
-0.856449836	-2.536153370307330131e-20	7.480331649576993564e-20
-0.856388800	-2.624778518328848828e-20	7.449869216612451652e-20
-0.856327765	-2.713039842164987779e-20	7.418356176192390897e-20
-0.856266730	-2.800924879380428640e-20	7.385796848578146008e-20
-0.856205695	-2.888421218541186938e-20	7.352195701960948312e-20
-0.856144660	-2.975516500970057487e-20	7.317557351864136358e-20
-0.856083625	-3.062198422498430641e-20	7.281886560523171387e-20
-0.856022589	-3.148454735209194494e-20	7.245188236245507567e-20
-0.855961554	-3.234273249171746183e-20	7.207467432749872838e-20
-0.855900519	-3.319641834169708133e-20	7.168729348484781007e-20
-0.855839484	-3.404548421419044145e-20	7.128979325927268158e-20
-0.855778449	-3.488981005284086443e-20	7.088222850858327712e-20
-0.855717414	-3.572927644975324176e-20	7.046465551622540827e-20
-0.855656378	-3.656376466248242142e-20	7.003713198362844247e-20
-0.855595343	-3.739315663084742495e-20	6.959971702239251541e-20
-0.855534308	-3.821733499371469914e-20	6.915247114614421866e-20
-0.855473273	-3.903618310560301452e-20	6.869545626203930048e-20
-0.855412238	-3.984958505327752457e-20	6.822873566261506732e-20
-0.855351203	-4.065742567223809730e-20	6.775237401725023269e-20
-0.855290168	-4.145959056309900040e-20	6.726643736333692370e-20
-0.855229132	-4.225596610784205269e-20	6.677099309727168639e-20
-0.855168097	-4.304643948599059590e-20	6.626610996523656459e-20
-0.855107062	-4.383089869065633085e-20	6.575185805379965906e-20
-0.855046027	-4.460923254449447952e-20	6.522830878031211574e-20
-0.854984992	-4.538133071551620547e-20	6.469553488313525910e-20
-0.854923957	-4.614708373283070185e-20	6.415361041164902405e-20
-0.854862921	-4.690638300221080992e-20	6.360261071611361999e-20
-0.854801886	-4.765912082160542186e-20	6.304261243729974618e-20
-0.854740851	-4.840519039647501686e-20	6.247369349597231612e-20
-0.854679816	-4.914448585505371709e-20	6.189593308217595557e-20
-0.854618781	-4.987690226349267623e-20	6.130941164442401143e-20
-0.854557746	-5.060233564082761253e-20	6.071421087854965631e-20
-0.854496711	-5.132068297378108511e-20	6.011041371643437148e-20
-0.854435675	-5.203184223149239129e-20	5.949810431456469702e-20
-0.854374640	-5.273571238008862903e-20	5.887736804243345121e-20
-0.854313605	-5.343219339712618021e-20	5.824829147076182627e-20
-0.854252570	-5.412118628591323178e-20	5.761096235953094953e-20
-0.854191535	-5.480259308966121407e-20	5.696546964586956557e-20
-0.854130500	-5.547631690551333467e-20	5.631190343175487901e-20
-0.854069464	-5.614226189840864396e-20	5.565035497156455921e-20
-0.854008429	-5.680033331482829384e-20	5.498091665943533322e-20
-0.853947394	-5.745043749637002770e-20	5.430368201647890363e-20
-0.853886359	-5.809248189318449080e-20	5.361874567782355158e-20
-0.853825324	-5.872637507724603110e-20	5.292620337951387104e-20
-0.853764289	-5.935202675565720395e-20	5.222615194509440975e-20
-0.853703253	-5.996934778352912665e-20	5.151868927223501265e-20
-0.853642218	-6.057825017668231242e-20	5.080391431922165711e-20
-0.853581183	-6.117864712428458655e-20	5.008192709123129511e-20
-0.853520148	-6.177045300135553567e-20	4.935282862642131265e-20
-0.853459113	-6.235358338107502970e-20	4.861672098190752596e-20
-0.853398078	-6.292795504692955646e-20	4.787370721959188898e-20
-0.853337043	-6.349348600471320874e-20	4.712389139181680089e-20
-0.853276007	-6.405009549433690899e-20	4.636737852690414078e-20
-0.853214972	-6.459770400148309002e-20	4.560427461453153113e-20
-0.853153937	-6.513623326907144218e-20	4.483468659099083663e-20
-0.853092902	-6.566560630855142297e-20	4.405872232430496885e-20
-0.853031867	-6.618574741095024582e-20	4.327649059912166205e-20
-0.852970832	-6.669658215777041770e-20	4.248810110154865271e-20
-0.852909796	-6.719803743186831827e-20	4.169366440395585936e-20
-0.852848761	-6.769004142805254417e-20	4.089329194956034766e-20
-0.852787726	-6.817252366349445121e-20	4.008709603687049190e-20
-0.852726691	-6.864541498794504413e-20	3.927518980402028631e-20
-0.852665656	-6.910864759376057344e-20	3.845768721299345104e-20
-0.852604621	-6.956215502575885514e-20	3.763470303369584103e-20
-0.852543586	-7.000587219088052966e-20	3.680635282792149547e-20
-0.852482550	-7.043973536764752056e-20	3.597275293322639299e-20
-0.852421515	-7.086368221545397335e-20	3.513402044664516539e-20
-0.852360480	-7.127765178363960032e-20	3.429027320834415940e-20
-0.852299445	-7.168158452037932779e-20	3.344162978510587716e-20
-0.852238410	-7.207542228135336331e-20	3.258820945370146611e-20
-0.852177375	-7.245910833826539120e-20	3.173013218426544770e-20
-0.852116339	-7.283258738716026673e-20	3.086751862349944163e-20
-0.852055304	-7.319580555652688491e-20	3.000049007777912407e-20
-0.851994269	-7.354871041519696082e-20	2.912916849617596963e-20
-0.851933234	-7.389125098005549021e-20	2.825367645335087069e-20
-0.851872199	-7.422337772352889745e-20	2.737413713240498313e-20
-0.851811164	-7.454504258089431289e-20	2.649067430757753583e-20
-0.851750128	-7.485619895735983296e-20	2.560341232691865722e-20
-0.851689093	-7.515680173495937344e-20	2.471247609482188287e-20
-0.851628058	-7.544680727922013063e-20	2.381799105453311248e-20
-0.851567023	-7.572617344567234492e-20	2.292008317048610078e-20
-0.851505988	-7.599485958627077250e-20	2.201887891056511222e-20
-0.851444953	-7.625282655535247742e-20	2.111450522836057007e-20
-0.851383918	-7.650003671537152880e-20	2.020708954541036030e-20
-0.851322882	-7.673645394253344120e-20	1.929675973327916479e-20
-0.851261847	-7.696204363221486194e-20	1.838364409557839470e-20
-0.851200812	-7.717677270416223372e-20	1.746787134995095744e-20
-0.851139777	-7.738060960748280604e-20	1.654957060997125880e-20
-0.851078742	-7.757352432542366175e-20	1.562887136697150799e-20
-0.851017707	-7.775548837993317389e-20	1.470590347181403965e-20
-0.850956671	-7.792647483599968039e-20	1.378079711664359401e-20
-0.850895636	-7.808645830575406397e-20	1.285368281655168595e-20
-0.850834601	-7.823541495227322306e-20	1.192469139125736849e-20
-0.850773566	-7.837332249337213152e-20	1.099395394662176148e-20
-0.850712531	-7.850016020511000615e-20	1.006160185620214010e-20
-0.850651496	-7.861590892504800519e-20	9.127766742712210932e-21
-0.850590461	-7.872055105528090683e-20	8.192580459482374623e-21
-0.850529425	-7.881407056525203639e-20	7.256175071855925672e-21
-0.850468390	-7.889645299434310043e-20	6.318682838590679505e-21
-0.850407355	-7.896768545424938800e-20	5.380236193156870889e-21
-0.850346320	-7.902775663112481123e-20	4.440967725108597296e-21
-0.850285285	-7.907665678751323990e-20	3.501010161316283858e-21
-0.850224250	-7.911437776395193446e-20	2.560496347202960674e-21
-0.850163214	-7.914091298028009499e-20	1.619559227888287332e-21
-0.850102179	-7.915625743711744583e-20	6.783318295766363842e-22
-0.850041144	-7.916040771694710167e-20	-2.630527592708766932e-22
-0.849980109	-7.915336198492805727e-20	-1.204461406699579310e-21
-0.849919074	-7.913511998948562938e-20	-2.145760956098405576e-21
-0.849858039	-7.910568306267757604e-20	-3.086818245013931461e-21
-0.849797003	-7.906505412033689226e-20	-4.027500123997090676e-21
-0.849735968	-7.901323766198918763e-20	-4.967673475443913019e-21
-0.849674933	-7.895023977057623108e-20	-5.907205232411763829e-21
-0.849613898	-7.887606811216642345e-20	-6.845962397471742573e-21
-0.849552863	-7.879073193508220677e-20	-7.783812061555816360e-21
-0.849491828	-7.869424206877352767e-20	-8.720621422775539590e-21
-0.849430793	-7.858661092261325243e-20	-9.656257805237819999e-21
-0.849369757	-7.846785248447354366e-20	-1.059058867782552446e-20
-0.849308722	-7.833798231907419481e-20	-1.152348167299820850e-20
-0.849247687	-7.819701756610832719e-20	-1.245480460556106943e-20
-0.849186652	-7.804497693814878372e-20	-1.338442549139072562e-20
-0.849125617	-7.788188071832467508e-20	-1.431221256616827814e-20
-0.849064582	-7.770775075767233520e-20	-1.523803430407031790e-20
-0.849003546	-7.752261047229503207e-20	-1.616175943643910576e-20
-0.848942511	-7.732648484054081832e-20	-1.708325697040005574e-20
-0.848881476	-7.711940039981515324e-20	-1.800239620744154540e-20
-0.848820441	-7.690138524314609103e-20	-1.891904676199912559e-20
-0.848759406	-7.667246901553487222e-20	-1.983307857996930151e-20
-0.848698371	-7.643268291008388969e-20	-2.074436195719013353e-20
-0.848637336	-7.618205966390595327e-20	-2.165276755787264852e-20
-0.848576300	-7.592063355381171132e-20	-2.255816643299367849e-20
-0.848515265	-7.564844039183321171e-20	-2.346043003866066188e-20
-0.848454230	-7.536551752074015642e-20	-2.435943025445860591e-20
-0.848393195	-7.507190380885989622e-20	-2.525503940163473814e-20
-0.848332160	-7.476763964477299838e-20	-2.614713026126984816e-20
-0.848271125	-7.445276693191955941e-20	-2.703557609236483106e-20
-0.848210089	-7.412732908297574246e-20	-2.792025064990683114e-20
-0.848149054	-7.379137101403031886e-20	-2.880102820282764193e-20
-0.848088019	-7.344493913852825639e-20	-2.967778355194460121e-20
-0.848026984	-7.308808136100943677e-20	-3.055039204780524680e-20
-0.847965949	-7.272084707061794681e-20	-3.141872960843693066e-20
-0.847904914	-7.234328713387242618e-20	-3.228267273683239101e-20
-0.847843878	-7.195545388774137435e-20	-3.314209853853952331e-20
-0.847782843	-7.155740113311971287e-20	-3.399688473938827743e-20
-0.847721808	-7.114918412755238129e-20	-3.484690970293626674e-20
-0.847660773	-7.073085957770242238e-20	-3.569205244785733955e-20
-0.847599738	-7.030248563162868919e-20	-3.653219266520537442e-20
-0.847538703	-6.986412187084187750e-20	-3.736721073561970170e-20
-0.847477668	-6.941582930216699036e-20	-3.819698774641275444e-20
-0.847416632	-6.895767034940039010e-20	-3.902140550856668907e-20
-0.847355597	-6.848970884482607696e-20	-3.984034657366793090e-20
-0.847294562	-6.801201002102094140e-20	-4.065369425104626546e-20
