# time (s)	h_+ (strain)	h_x (strain)
-1.540165656	-4.952123796533778110e-20	4.818545057992020022e-20
-1.540104621	-4.998441987207055434e-20	4.770551191036730646e-20
-1.540043586	-5.044295821114561571e-20	4.722111402766535177e-20
-1.539982550	-5.089680998503089003e-20	4.673230179060729950e-20
-1.539921515	-5.134593262890609708e-20	4.623912047323852248e-20
-1.539860480	-5.179028401468184246e-20	4.574161576068589478e-20
-1.539799445	-5.222982245496324753e-20	4.523983374496584870e-20
-1.539738410	-5.266450670700918600e-20	4.473382092070979735e-20
-1.539677375	-5.309429597660212109e-20	4.422362418085439092e-20
-1.539616339	-5.351914992190989607e-20	4.370929081231650997e-20
-1.539555304	-5.393902865729488660e-20	4.319086849168682590e-20
-1.539494269	-5.435389275709517299e-20	4.266840528082286999e-20
-1.539433234	-5.476370325934171741e-20	4.214194962243088991e-20
-1.539372199	-5.516842166945486139e-20	4.161155033558377142e-20
-1.539311164	-5.556800996387152601e-20	4.107725661123756972e-20
-1.539250128	-5.596243059366223470e-20	4.053911800766899346e-20
-1.539189093	-5.635164648807488456e-20	3.999718444591695728e-20
-1.539128058	-5.673562105805443142e-20	3.945150620516288973e-20
-1.539067023	-5.711431819969527581e-20	3.890213391810922369e-20
-1.539005988	-5.748770229768531919e-20	3.834911856627241147e-20
-1.538944953	-5.785573822866432837e-20	3.779251147530106140e-20
-1.538883918	-5.821839136456934803e-20	3.723236431021428665e-20
-1.538822882	-5.857562757591158630e-20	3.666872907064654210e-20
-1.538761847	-5.892741323502244925e-20	3.610165808608381253e-20
-1.538700812	-5.927371521924895968e-20	3.553120401100636914e-20
-1.538639777	-5.961450091410674508e-20	3.495741981997874963e-20
-1.538578742	-5.994973821636839878e-20	3.438035880277034841e-20
-1.538517707	-6.027939553713021041e-20	3.380007455940384477e-20
-1.538456671	-6.060344180481407674e-20	3.321662099520263184e-20
-1.538395636	-6.092184646812276904e-20	3.263005231580748493e-20
-1.538334601	-6.123457949895049463e-20	3.204042302215935152e-20
-1.538273566	-6.154161139525020941e-20	3.144778790544356847e-20
-1.538212531	-6.184291318384125051e-20	3.085220204202683897e-20
-1.538151496	-6.213845642317740324e-20	3.025372078834966633e-20
-1.538090461	-6.242821320605514371e-20	2.965239977581288961e-20
-1.538029425	-6.271215616229082596e-20	2.904829490560095241e-20
-1.537968390	-6.299025846132794570e-20	2.844146234351958014e-20
-1.537907355	-6.326249381480819658e-20	2.783195851478833621e-20
-1.537846320	-6.352883647909027364e-20	2.721984009885412882e-20
-1.537785285	-6.378926125771780809e-20	2.660516402410230042e-20
-1.537724250	-6.404374350382969264e-20	2.598798746256476801e-20
-1.537663214	-6.429225912252548466e-20	2.536836782461404706e-20
-1.537602179	-6.453478457317244152e-20	2.474636275365260801e-20
-1.537541144	-6.477129687167549385e-20	2.412203012074497850e-20
-1.537480109	-6.500177359268255567e-20	2.349542801925887034e-20
-1.537419074	-6.522619287174431042e-20	2.286661475947002389e-20
-1.537358039	-6.544453340741729031e-20	2.223564886315915598e-20
-1.537297003	-6.565677446332239456e-20	2.160258905816604393e-20
-1.537235968	-6.586289587014541294e-20	2.096749427294017301e-20
-1.537174933	-6.606287802758521229e-20	2.033042363107019258e-20
-1.537113898	-6.625670190624672104e-20	1.969143644580357411e-20
-1.537052863	-6.644434904949307193e-20	1.905059221450852439e-20
-1.536991828	-6.662580157520239919e-20	1.840795061316527822e-20
-1.536930793	-6.680104217741866148e-20	1.776357149076237954e-20
-1.536869757	-6.697005412811236308e-20	1.711751486377850692e-20
-1.536808722	-6.713282127884127131e-20	1.646984091063325554e-20
-1.536747687	-6.728932806233288092e-20	1.582060996606764374e-20
-1.536686652	-6.743955949400075891e-20	1.516988251555670434e-20
-1.536625617	-6.758350117341670131e-20	1.451771918966527617e-20
-1.536564582	-6.772113928571946669e-20	1.386418075843151382e-20
-1.536503546	-6.785246060297945399e-20	1.320932812568860821e-20
-1.536442511	-6.797745248549949969e-20	1.255322232341536603e-20
-1.536381476	-6.809610288306750263e-20	1.189592450604323755e-20
-1.536320441	-6.820840033614774410e-20	1.123749594478582214e-20
-1.536259406	-6.831433397702552820e-20	1.057799802191021673e-20
-1.536198371	-6.841389353093581289e-20	9.917492225058399355e-21
-1.536137336	-6.850706931722378740e-20	9.256040141562902587e-21
-1.536076300	-6.859385225018711751e-20	8.593703452661947398e-21
-1.536015265	-6.867423383995658909e-20	7.930543927717976020e-21
-1.535954230	-6.874820619335768483e-20	7.266623418480861845e-21
-1.535893195	-6.881576201472064248e-20	6.602003853307394705e-21
-1.535832160	-6.887689460663032766e-20	5.936747231411899254e-21
-1.535771125	-6.893159787062499740e-20	5.270915617072214664e-21
-1.535710089	-6.897986630783704493e-20	4.604571133840430459e-21
-1.535649054	-6.902169501957671303e-20	3.937775958766858613e-21
-1.535588019	-6.905707970786190521e-20	3.270592316596596491e-21
-1.535526984	-6.908601667589167569e-20	2.603082473958794216e-21
-1.535465949	-6.910850282846250705e-20	1.935308733566843780e-21
-1.535404914	-6.912453567227547201e-20	1.267333428397640034e-21
-1.535343878	-6.913411331613407458e-20	5.992189158796617405e-22
-1.535282843	-6.913723447132418788e-20	-6.897242792793831169e-23
-1.535221808	-6.913389845183543983e-20	-7.371782141339229908e-22
-1.535160773	-6.912410517449770131e-20	-1.405336046854079710e-21
-1.535099738	-6.910785515906142162e-20	-2.073383529016473474e-21
-1.535038703	-6.908514952822129326e-20	-2.741258268206990610e-21
-1.534977668	-6.905599000758369171e-20	-3.408897882487802210e-21
-1.534916632	-6.902037892557793821e-20	-4.076240006225542607e-21
-1.534855597	-6.897831921331166243e-20	-4.743222295905109590e-21
-1.534794562	-6.892981440436889276e-20	-5.409782435973661461e-21
-1.534733527	-6.887486863461741517e-20	-6.075858144641397280e-21
-1.534672492	-6.881348664200606914e-20	-6.741387179700068081e-21
-1.534611457	-6.874567376605027151e-20	-7.406307344349222652e-21
-1.534550421	-6.867143594737342852e-20	-8.070556493039686623e-21
-1.534489386	-6.859077972722591075e-20	-8.734072537262339130e-21
-1.534428351	-6.850371224694517881e-20	-9.396793451365590345e-21
-1.534367316	-6.841024124736176639e-20	-1.005865727834451925e-20
-1.534306281	-6.831037506814578813e-20	-1.071960213565361459e-20
-1.534245246	-6.820412264710186873e-20	-1.137956622098035322e-20
-1.534184211	-6.809149351940348949e-20	-1.203848781804131640e-20
-1.534123175	-6.797249781677775418e-20	-1.269630530233420975e-20
-1.534062140	-6.784714626653942687e-20	-1.335295714691766478e-20
-1.534001105	-6.771545019053478806e-20	-1.400838192812029261e-20
-1.533940070	-6.757742150433795612e-20	-1.466251833132803122e-20
-1.533879035	-6.743307271624404726e-20	-1.531530515672374015e-20
-1.533818000	-6.728241692617036025e-20	-1.596668132502628670e-20
-1.533756964	-6.712546782450249163e-20	-1.661658588321544491e-20
-1.533695929	-6.696223969088836651e-20	-1.726495801023236530e-20
-1.533634894	-6.679274739297575536e-20	-1.791173702267639443e-20
-1.533573859	-6.661700638509000277e-20	-1.855686238050498791e-20
-1.533512824	-6.643503270686277738e-20	-1.920027369270014842e-20
-1.533451789	-6.624684298180478919e-20	-1.984191072292581479e-20
-1.533390753	-6.605245441592055250e-20	-2.048171339520749565e-20
-1.533329718	-6.585188479630549036e-20	-2.111962179958734139e-20
-1.533268683	-6.564515248934647801e-20	-2.175557619772139611e-20
-1.533207648	-6.543227643904486350e-20	-2.238951702846604634e-20
-1.533146613	-6.521327616531246501e-20	-2.302138491347310930e-20
-1.533085578	-6.498817176222300707e-20	-2.365112066274254477e-20
-1.533024543	-6.475698389619481303e-20	-2.427866528019936132e-20
-1.532963507	-6.451973380413117527e-20	-2.490395996922152284e-20
-1.532902472	-6.427644329150274284e-20	-2.552694613816124659e-20
-1.532841437	-6.402713473038353037e-20	-2.614756540583149009e-20
-1.532780402	-6.377183105741581192e-20	-2.676575960701745108e-20
-1.532719367	-6.351055577169045456e-20	-2.738147079788651679e-20
-1.532658332	-6.324333293243588669e-20	-2.799464126135835840e-20
-1.532597296	-6.297018715701740587e-20	-2.860521351258334419e-20
-1.532536261	-6.269114361875370394e-20	-2.921313030439912630e-20
-1.532475226	-6.240622804464147706e-20	-2.981833463268576723e-20
-1.532414191	-6.211546671300717544e-20	-3.042076974174589737e-20
-1.532353156	-6.181888645112896135e-20	-3.102037912961405845e-20
-1.532292121	-6.151651463278018548e-20	-3.161710655340008785e-20
-1.532231086	-6.120837917574609285e-20	-3.221089603455765045e-20
-1.532170050	-6.089450853927084621e-20	-3.280169186416575841e-20
-1.532109015	-6.057493172147449286e-20	-3.338943860814593485e-20
-1.532047980	-6.024967825669170261e-20	-3.397408111250645490e-20
-1.531986945	-5.991877821285379104e-20	-3.455556450855886534e-20
-1.531925910	-5.958226218898521518e-20	-3.513383421822002767e-20
-1.531864875	-5.924016131217215981e-20	-3.570883595903279471e-20
-1.531803839	-5.889250723461683959e-20	-3.628051574924834720e-20
-1.531742804	-5.853933213074696717e-20	-3.684881991289864787e-20
-1.531681769	-5.818066869426519237e-20	-3.741369508485967516e-20
-1.531620734	-5.781655013516086537e-20	-3.797508821586785680e-20
-1.531559699	-5.744701017665411558e-20	-3.853294657753776740e-20
-1.531498664	-5.707208305211366551e-20	-3.908721776731570444e-20
-1.531437628	-5.669180350190835664e-20	-3.963784971343147689e-20
-1.531376593	-5.630620677022728261e-20	-4.018479067979561170e-20
-1.531315558	-5.591532860183086577e-20	-4.072798927089664460e-20
-1.531254523	-5.551920523877805219e-20	-4.126739443663297738e-20
-1.531193488	-5.511787341697971556e-20	-4.180295547704918501e-20
-1.531132453	-5.471137036269705181e-20	-4.233462204697115726e-20
-1.531071418	-5.429973378932313343e-20	-4.286234416096028862e-20
-1.531010382	-5.388300189395976763e-20	-4.338607219804962900e-20
-1.530949347	-5.346121335389847929e-20	-4.390575690643496151e-20
-1.530888312	-5.303440732306739288e-20	-4.442134940811791265e-20
-1.530827277	-5.260262342841143510e-20	-4.493280120354087722e-20
-1.530766242	-5.216590176625171943e-20	-4.544006417615813483e-20
-1.530705207	-5.172428289858513651e-20	-4.594309059699010247e-20
-1.530644171	-5.127780784935675290e-20	-4.644183312912261979e-20
-1.530583136	-5.082651810066002949e-20	-4.693624483220294831e-20
-1.530522101	-5.037045558891643858e-20	-4.742627916687229920e-20
-1.530461066	-4.990966270100996597e-20	-4.791188999916491605e-20
-1.530400031	-4.944418227038917316e-20	-4.839303160488270438e-20
-1.530338996	-4.897405757320388430e-20	-4.886965867404097610e-20
-1.530277961	-4.849933232426551792e-20	-4.934172631510381620e-20
-1.530216925	-4.802005067293770021e-20	-4.980919005917455726e-20
-1.530155890	-4.753625719905146986e-20	-5.027200586421167622e-20
-1.530094855	-4.704799690879004729e-20	-5.073013011919679561e-20
-1.530033820	-4.655531523052484168e-20	-5.118351964827083483e-20
-1.529972785	-4.605825801061111582e-20	-5.163213171483028859e-20
-1.529911750	-4.555687150914965828e-20	-5.207592402557738534e-20
-1.529850714	-4.505120239571211570e-20	-5.251485473452702669e-20
-1.529789679	-4.454129774500991337e-20	-5.294888244698808177e-20
-1.529728644	-4.402720503254334478e-20	-5.337796622348596491e-20
-1.529667609	-4.350897213020093604e-20	-5.380206558365357384e-20
-1.529606574	-4.298664730183606629e-20	-5.422114051006723054e-20
-1.529545539	-4.246027919878580415e-20	-5.463515145205846376e-20
-1.529484503	-4.192991685539369242e-20	-5.504405932947172101e-20
-1.529423468	-4.139560968445432786e-20	-5.544782553638317678e-20
-1.529362433	-4.085740747262675908e-20	-5.584641194475923509e-20
-1.529301398	-4.031536037579398237e-20	-5.623978090810143618e-20
-1.529240363	-3.976951891442681911e-20	-5.662789526501715468e-20
-1.529179328	-3.921993396888755363e-20	-5.701071834276451441e-20
-1.529118293	-3.866665677472318310e-20	-5.738821396073478271e-20
-1.529057257	-3.810973891789271036e-20	-5.776034643391191837e-20
-1.528996222	-3.754923232998797887e-20	-5.812708057626683059e-20
-1.528935187	-3.698518928340711773e-20	-5.848838170411562301e-20
-1.528874152	-3.641766238651508294e-20	-5.884421563941849503e-20
-1.528813117	-3.584670457873552730e-20	-5.919454871305500237e-20
-1.528752082	-3.527236912564235122e-20	-5.953934776803205448e-20
-1.528691046	-3.469470961401025542e-20	-5.987858016265068506e-20
-1.528630011	-3.411377994683778883e-20	-6.021221377360748535e-20
-1.528568976	-3.352963433829880012e-20	-6.054021699902027622e-20
-1.528507941	-3.294232730873642216e-20	-6.086255876148672566e-20
-1.528446906	-3.235191367958978131e-20	-6.117920851108774018e-20
-1.528385871	-3.175844856831405031e-20	-6.149013622830205893e-20
-1.528324836	-3.116198738322864579e-20	-6.179531242689525690e-20
-1.528263800	-3.056258581838257873e-20	-6.209470815673493692e-20
-1.528202765	-2.996029984835210237e-20	-6.238829500657688824e-20
-1.528141730	-2.935518572305528426e-20	-6.267604510677938388e-20
-1.528080695	-2.874729996249243002e-20	-6.295793113199050290e-20
-1.528019660	-2.813669935149197792e-20	-6.323392630376926085e-20
-1.527958625	-2.752344093442226240e-20	-6.350400439316015682e-20
-1.527897589	-2.690758200988517382e-20	-6.376813972321367407e-20
-1.527836554	-2.628918012536008710e-20	-6.402630717146616764e-20
-1.527775519	-2.566829307185964086e-20	-6.427848217235282579e-20
-1.527714484	-2.504497887853554765e-20	-6.452464071958710838e-20
-1.527653449	-2.441929580731686223e-20	-6.476475936854274903e-20
-1.527592414	-2.379130234744703308e-20	-6.499881523850123108e-20
-1.527531378	-2.316105721001803800e-20	-6.522678601480834770e-20
-1.527470343	-2.252861932247619649e-20	-6.544864995103944060e-20
-1.527409308	-2.189404782315348868e-20	-6.566438587109524521e-20
-1.527348273	-2.125740205572280300e-20	-6.587397317126524772e-20
-1.527287238	-2.061874156366997256e-20	-6.607739182222341798e-20
-1.527226203	-1.997812608474274853e-20	-6.627462237097289313e-20
-1.527165168	-1.933561554537715890e-20	-6.646564594273789087e-20
-1.527104132	-1.869127005508813215e-20	-6.665044424280674015e-20
-1.527043097	-1.804514990087240482e-20	-6.682899955831180149e-20
-1.526982062	-1.739731554156751181e-20	-6.700129475996267159e-20
-1.526921027	-1.674782760222229918e-20	-6.716731330371744514e-20
-1.526859992	-1.609674686840909026e-20	-6.732703923241018576e-20
-1.526798957	-1.544413428056575792e-20	-6.748045717731189227e-20
-1.526737921	-1.479005092829417444e-20	-6.762755235963616664e-20
-1.526676886	-1.413455804465303414e-20	-6.776831059195488080e-20
-1.526615851	-1.347771700045383561e-20	-6.790271827962491763e-20
-1.526554816	-1.281958929849146073e-20	-6.803076242215961358e-20
-1.526493781	-1.216023656780716336e-20	-6.815243061451635123e-20
-1.526432746	-1.149972055793130869e-20	-6.826771104833006921e-20
-1.526371711	-1.083810313310418565e-20	-6.837659251309276194e-20
-1.526310675	-1.017544626647944073e-20	-6.847906439727828287e-20
-1.526249640	-9.511812034337680162e-21	-6.857511668940720318e-20
-1.526188605	-8.847262610272176178e-21	-6.866473997905857504e-20
-1.526127570	-8.181860259378124227e-21	-6.874792545782344742e-20
-1.526066535	-7.515667332414964233e-21	-6.882466492020485324e-20
-1.526005500	-6.848746259969475252e-21	-6.889495076445912771e-20
-1.525944464	-6.181159546618396161e-21	-6.895877599338076095e-20
-1.525883429	-5.512969765075406439e-21	-6.901613421503118189e-20
-1.525822394	-4.844239550323003455e-21	-6.906701964341189488e-20
-1.525761359	-4.175031593745642133e-21	-6.911142709908253465e-20
-1.525700324	-3.505408637273746344e-21	-6.914935200978885192e-20
-1.525639289	-2.835433467509363407e-21	-6.918079041096728294e-20
-1.525578253	-2.165168909804920679e-21	-6.920573894611965121e-20
-1.525517218	-1.494677822398195053e-21	-6.922419486719610255e-20
-1.525456183	-8.240230904983140771e-22	-6.923615603492660576e-20
-1.525395148	-1.532676204195298711e-22	-6.924162091909397731e-20
-1.525334113	5.175256663488884876e-22	-6.924058859875100581e-20
-1.525273078	1.188293839025851095e-21	-6.923305876237977462e-20
-1.525212043	1.858973963448980270e-21	-6.921903170799356758e-20
-1.525151007	2.529503107962727538e-21	-6.919850834318268208e-20
-1.525089972	3.199818349346489115e-21	-6.917149018510168182e-20
-1.525028937	3.869856778703448078e-21	-6.913797936040047259e-20
-1.524967902	4.539555507370594332e-21	-6.909797860509776865e-20
-1.524906867	5.208851672812014197e-21	-6.905149126439786461e-20
-1.524845832	5.877682444538082990e-21	-6.899852129244889507e-20
-1.524784796	6.545985029991127629e-21	-6.893907325204547106e-20
-1.524723761	7.213696680447235821e-21	-6.887315231426573854e-20
-1.524662726	7.880754696863967681e-21	-6.880076425793970136e-20
-1.524601691	8.547096435795701354e-21	-6.872191546919822865e-20
-1.524540656	9.212659315280198768e-21	-6.863661294105495953e-20
-1.524479621	9.877380820731193681e-21	-6.854486427282535832e-20
-1.524418586	1.054119851080176352e-20	-6.844667766948791975e-20
-1.524357550	1.120405002326707338e-20	-6.834206194098514062e-20
-1.524296515	1.186587308088297363e-20	-6.823102650146980712e-20
-1.524235480	1.252660549723943371e-20	-6.811358136849429870e-20
-1.524174445	1.318618518259870531e-20	-6.798973716214479827e-20
