# time (s)	h_+ (strain)	h_x (strain)	h_abs (strain)	 h_arg (rad)
-1.370914459	5.486533799202246063e-20	-1.095565341795400701e-19	1.225268929435966453e-19	3.278321490870958428e+02
-1.370853424	5.570795414613334151e-20	-1.091318878695196372e-19	1.225281400540834968e-19	3.278244481831566759e+02
-1.370792389	5.654729685056960987e-20	-1.087007540782068924e-19	1.225293871619263835e-19	3.278167471584474129e+02
-1.370731354	5.738331613478579822e-20	-1.082631579901140683e-19	1.225306343271639567e-19	3.278090460129406551e+02
-1.370670319	5.821596219668143780e-20	-1.078191251344324698e-19	1.225318815624727594e-19	3.278013447466349817e+02
-1.370609283	5.904518535039012085e-20	-1.073686812871395729e-19	1.225331287219961466e-19	3.277936433595558015e+02
-1.370548248	5.987093619748008381e-20	-1.069118527643837578e-19	1.225343758407247986e-19	3.277859418516834467e+02
-1.370487213	6.069316560452166142e-20	-1.064486663753129516e-19	1.225356230823533719e-19	3.277782402230051844e+02
-1.370426178	6.151182453282402960e-20	-1.059791491111819411e-19	1.225368703847420257e-19	3.277705384735111238e+02
-1.370365143	6.232686408294510760e-20	-1.055033282387585427e-19	1.225381175629409389e-19	3.277628366032252529e+02
-1.370304108	6.313823583503073941e-20	-1.050212318464965344e-19	1.225393649523104871e-19	3.277551346121099414e+02
-1.370243072	6.394589123963863472e-20	-1.045328878333482625e-19	1.225406122279918370e-19	3.277474325001911666e+02
-1.370182037	6.474978221060254767e-20	-1.040383248797785691e-19	1.225418595424062140e-19	3.277397302674576167e+02
-1.370121002	6.554986077944567050e-20	-1.035375718683713372e-19	1.225431068506216244e-19	3.277320279138913293e+02
-1.370059967	6.634607931585780755e-20	-1.030306582424432679e-19	1.225443543312266871e-19	3.277243254395044687e+02
-1.369998932	6.713839016009183878e-20	-1.025176134135673677e-19	1.225456016889319729e-19	3.277166228442972056e+02
-1.369937897	6.792674614983846075e-20	-1.019984675780417458e-19	1.225468491262563101e-19	3.277089201282506679e+02
-1.369876862	6.871110021295021461e-20	-1.014732510847588781e-19	1.225480965914387665e-19	3.277012172913699146e+02
-1.369815826	6.949140552841098774e-20	-1.009419946712163809e-19	1.225493440640052865e-19	3.276935143336413603e+02
-1.369754791	7.026761551089536392e-20	-1.004047294452942350e-19	1.225505915308847279e-19	3.276858112550876285e+02
-1.369693756	7.103968391100234726e-20	-9.986148700067518948e-20	1.225518391382240458e-19	3.276781080556766028e+02
-1.369632721	7.180756448786543563e-20	-9.931229897067055390e-20	1.225530866380720856e-19	3.276704047354299973e+02
-1.369571686	7.257121155121762850e-20	-9.875719776070372932e-20	1.225543342993560993e-19	3.276627012943015416e+02
-1.369510651	7.333057931015281718e-20	-9.819621567239962897e-20	1.225555818163458305e-19	3.276549977323481357e+02
-1.369449615	7.408562252749730487e-20	-9.762938575600750679e-20	1.225568293828709373e-19	3.276472940495270336e+02
-1.369388580	7.483629611487704132e-20	-9.705674127707549464e-20	1.225580770227679804e-19	3.276395902458396563e+02
-1.369327545	7.558255522039027525e-20	-9.647831582164035788e-20	1.225593247265320384e-19	3.276318863212711676e+02
-1.369266510	7.632435522582584946e-20	-9.589414330027215294e-20	1.225605724526904245e-19	3.276241822758457829e+02
-1.369205475	7.706165174186561302e-20	-9.530425792237617084e-20	1.225618201044655684e-19	3.276164781095419585e+02
-1.369144440	7.779440082295687428e-20	-9.470869446819339553e-20	1.225630678763895870e-19	3.276087738223564543e+02
-1.369083404	7.852255856505631707e-20	-9.410748778351772457e-20	1.225643156082864018e-19	3.276010694143014916e+02
-1.369022369	7.924608150836251140e-20	-9.350067326165771090e-20	1.225655634132740876e-19	3.275933648853564932e+02
-1.368961334	7.996492636301335500e-20	-9.288828651518786400e-20	1.225668112499047542e-19	3.275856602355295308e+02
-1.368900299	8.067905011907211671e-20	-9.227036349527027761e-20	1.225680590841882178e-19	3.275779554648015619e+02
-1.368839264	8.138841008493248974e-20	-9.164694054092218067e-20	1.225693069518811733e-19	3.275702505731881615e+02
-1.368778229	8.209296390966870779e-20	-9.101805438108118419e-20	1.225705549746415338e-19	3.275625455606647165e+02
-1.368717194	8.279266919812024557e-20	-9.038374172098572937e-20	1.225718027950769111e-19	3.275548404272565222e+02
-1.368656158	8.348748427910082077e-20	-8.974404006984184414e-20	1.225730507057341859e-19	3.275471351729263461e+02
-1.368595123	8.417736753066747145e-20	-8.909898700785179809e-20	1.225742986527698458e-19	3.275394297976999951e+02
-1.368534088	8.486227772470551014e-20	-8.844862054057578723e-20	1.225755467299893904e-19	3.275317243015579720e+02
-1.368473053	8.554217374653789625e-20	-8.779297880982287422e-20	1.225767947761112089e-19	3.275240186845011863e+02
-1.368412018	8.621701485757294521e-20	-8.713210036382094660e-20	1.225780427513913297e-19	3.275163129465250336e+02
-1.368350983	8.688676073035199229e-20	-8.646602418217688919e-20	1.225792907798304872e-19	3.275086070876276381e+02
-1.368289947	8.755137131495191761e-20	-8.579478952840485419e-20	1.225805389503239023e-19	3.275009011077916625e+02
-1.368228912	8.821080667049606767e-20	-8.511843579414786300e-20	1.225817870872427251e-19	3.274931950070406970e+02
-1.368167877	8.886502726831995556e-20	-8.443700278131836988e-20	1.225830351642983971e-19	3.274854887853480250e+02
-1.368106842	8.951399403633704332e-20	-8.375053074434185014e-20	1.225842833657575157e-19	3.274777824427150676e+02
-1.368045807	9.015766797241724911e-20	-8.305906001428919454e-20	1.225855315470872478e-19	3.274700759791468840e+02
-1.367984772	9.079601065599250642e-20	-8.236263147266869234e-20	1.225867799322004459e-19	3.274623693946342655e+02
-1.367923737	9.142898348558018417e-20	-8.166128585170418152e-20	1.225880280784393493e-19	3.274546626891831238e+02
-1.367862701	9.205654883207206723e-20	-8.095506477160659911e-20	1.225892764276169816e-19	3.274469558627733932e+02
-1.367801666	9.267866885658046476e-20	-8.024400967534931515e-20	1.225905247146175305e-19	3.274392489154070063e+02
-1.367740631	9.329530635450292421e-20	-7.952816257805137399e-20	1.225917730960015264e-19	3.274315418470985151e+02
-1.367679596	9.390642427085507556e-20	-7.880756562485510609e-20	1.225930214941033404e-19	3.274238346578135292e+02
-1.367618561	9.451198591643307217e-20	-7.808226129212674137e-20	1.225942698920304245e-19	3.274161273475646112e+02
-1.367557526	9.511195496553564902e-20	-7.735229237047210243e-20	1.225955183207488913e-19	3.274084199163616518e+02
-1.367496490	9.570629534691038586e-20	-7.661770186426062269e-20	1.225967667109975816e-19	3.274007123641704311e+02
-1.367435455	9.629497149476621157e-20	-7.587853320441366635e-20	1.225980152222341058e-19	3.273930046910039664e+02
-1.367374420	9.687794800691137781e-20	-7.513482995865253301e-20	1.225992637944675999e-19	3.273852968968633377e+02
-1.367313385	9.745518972754862170e-20	-7.438663590361427856e-20	1.226005122578587520e-19	3.273775889817533766e+02
-1.367252350	9.802666215238204708e-20	-7.363399532261170311e-20	1.226017608352655587e-19	3.273698809456330423e+02
-1.367191315	9.859233080008992333e-20	-7.287695253834706301e-20	1.226030093589502829e-19	3.273621727885478094e+02
-1.367130279	9.915216189443017433e-20	-7.211555239613800508e-20	1.226042581060683030e-19	3.273544645104496453e+02
-1.367069244	9.970612150149540795e-20	-7.134983964328475217e-20	1.226055067360084360e-19	3.273467561113420743e+02
-1.367008209	1.002541764323057743e-19	-7.057985958315186696e-20	1.226067554048198778e-19	3.273390475912378292e+02
-1.366947174	1.007962937518982461e-19	-6.980565770130166364e-20	1.226080041483028977e-19	3.273313389501147412e+02
-1.366886139	1.013324407812027272e-19	-6.902727967662325418e-20	1.226092528899459564e-19	3.273236301879715029e+02
-1.366825104	1.018625853064454785e-19	-6.824477151952500338e-20	1.226105016915967550e-19	3.273159213048054426e+02
-1.366764069	1.023866953740415027e-19	-6.745817942514879113e-20	1.226117505012155833e-19	3.273082123006038842e+02
-1.366703033	1.029047394187586823e-19	-6.666754986150014536e-20	1.226129993083043174e-19	3.273005031753702951e+02
-1.366641998	1.034166862531492029e-19	-6.587292955123498734e-20	1.226142481249396454e-19	3.272927939290856330e+02
-1.366580963	1.039225050194854678e-19	-6.507436544381760606e-20	1.226154969302025257e-19	3.272850845617583673e+02
-1.366519928	1.044221654272342292e-19	-6.427190485275954912e-20	1.226167459440791524e-19	3.272773750733790621e+02
-1.366458893	1.049156371216236167e-19	-6.346559506228864752e-20	1.226179948834860144e-19	3.272696654639441931e+02
-1.366397858	1.054028904396315113e-19	-6.265548379261831319e-20	1.226192438498787179e-19	3.272619557334364231e+02
-1.366336822	1.058838960698700130e-19	-6.184161898619584494e-20	1.226204929274419960e-19	3.272542458818664954e+02
-1.366275787	1.063586248235685611e-19	-6.102404866313262953e-20	1.226217419122766824e-19	3.272465359092016115e+02
-1.366214752	1.068270482271000154e-19	-6.020282127922049519e-20	1.226229910045131633e-19	3.272388258154733762e+02
-1.366153717	1.072891379366488746e-19	-5.937798536226488428e-20	1.226242401194421786e-19	3.272311156006488204e+02
-1.366092682	1.077448660454194786e-19	-5.854958970175588703e-20	1.226254892483179600e-19	3.272234052647305020e+02
-1.366031647	1.081942050860079478e-19	-5.771768333667826053e-20	1.226267384543281986e-19	3.272156948077112020e+02
-1.365970612	1.086371278621970477e-19	-5.688231546152208727e-20	1.226279876798582428e-19	3.272079842295808021e+02
-1.365909576	1.090736076240374595e-19	-5.604353552179415496e-20	1.226292369457833917e-19	3.272002735303559007e+02
-1.365848541	1.095036178455248561e-19	-5.520139308573589165e-20	1.226304860948723375e-19	3.271925627100134761e+02
-1.365787506	1.099271327941647336e-19	-5.435593813551827982e-20	1.226317354314869876e-19	3.271848517685324396e+02
-1.365726471	1.103441266471929035e-19	-5.350722062118775434e-20	1.226329847314180166e-19	3.271771407059371768e+02
-1.365665436	1.107545742929390534e-19	-5.265529084853003447e-20	1.226342341320458836e-19	3.271694295222093842e+02
-1.365604401	1.111584508624892387e-19	-5.180019924858659435e-20	1.226354836103389218e-19	3.271617182173385459e+02
-1.365543365	1.115557317213140575e-19	-5.094199637640829138e-20	1.226367329746344333e-19	3.271540067913180678e+02
-1.365482330	1.119463930388480835e-19	-5.008073316988822343e-20	1.226379824900988584e-19	3.271462952441489733e+02
-1.365421295	1.123304109595362031e-19	-4.921646056168491313e-20	1.226392319633410732e-19	3.271385835758253506e+02
-1.365360260	1.127077622835337653e-19	-4.834922978821579371e-20	1.226404814899030436e-19	3.271308717863446418e+02
-1.365299225	1.130784241568317240e-19	-4.747909224255193547e-20	1.226417311112701915e-19	3.271231598756978087e+02
-1.365238190	1.134423739340922443e-19	-4.660609941804253738e-20	1.226429806665137848e-19	3.271154478438796218e+02
-1.365177154	1.137995897435034926e-19	-4.573030313848293512e-20	1.226442304021157340e-19	3.271077356908760976e+02
-1.365116119	1.141500496051236704e-19	-4.485175519425494000e-20	1.226454800180486298e-19	3.271000234166878045e+02
-1.365055084	1.144937323915345825e-19	-4.397050772847534147e-20	1.226467297030142696e-19	3.270923110213159362e+02
-1.364994049	1.148306171442645322e-19	-4.308661295648278427e-20	1.226479793954813103e-19	3.270845985047602085e+02
-1.364933014	1.151606834811341327e-19	-4.220012331645510774e-20	1.226492292179856242e-19	3.270768858669775909e+02
-1.364871979	1.154839111258171997e-19	-4.131109130549304501e-20	1.226504789789523356e-19	3.270691731080009390e+02
-1.364810944	1.158002806177179451e-19	-4.041956971838599754e-20	1.226517289212088067e-19	3.270614602277982499e+02
-1.364749908	1.161097724683314487e-19	-3.952561135592949971e-20	1.226529788293284103e-19	3.270537472264016969e+02
-1.364688873	1.164123677669399829e-19	-3.862926922289877398e-20	1.226542286666076643e-19	3.270460341037675676e+02
-1.364627838	1.167080482474839002e-19	-3.773059655551688548e-20	1.226554786471938006e-19	3.270383208599050704e+02
-1.364566803	1.169967957395955492e-19	-3.682964662677579084e-20	1.226567286535305591e-19	3.270306074948123296e+02
-1.364505768	1.172785925891008240e-19	-3.592647288545100886e-20	1.226579786792092154e-19	3.270228940084791134e+02
-1.364444733	1.175534216446165697e-19	-3.502112894461874466e-20	1.226592288126442540e-19	3.270151804008901877e+02
-1.364383697	1.178212658733206008e-19	-3.411366846688363958e-20	1.226604788359321331e-19	3.270074666720552159e+02
-1.364322662	1.180821091930688972e-19	-3.320414540095661108e-20	1.226617290897683191e-19	3.269997528219595893e+02
-1.364261627	1.183359352683199951e-19	-3.229261363294759601e-20	1.226629792197908987e-19	3.269920388506095605e+02
-1.364200592	1.185827286455107967e-19	-3.137912730679899418e-20	1.226642293562028712e-19	3.269843247579980812e+02
-1.364139557	1.188224743087090954e-19	-3.046374068561322348e-20	1.226654796485307895e-19	3.269766105440892829e+02
-1.364078522	1.190551574126760257e-19	-2.954650809386357892e-20	1.226667299926830751e-19	3.269688962089186930e+02
-1.364017487	1.192807635339767542e-19	-2.862748396518381291e-20	1.226679802859137970e-19	3.269611817524418029e+02
-1.363956451	1.194992788711721342e-19	-2.770672290391661922e-20	1.226692306359039134e-19	3.269534671746820891e+02
-1.363895416	1.197106899397305060e-19	-2.678427959148716079e-20	1.226704810420227060e-19	3.269457524756225553e+02
-1.363834381	1.199149836050901125e-19	-2.586020880419853904e-20	1.226717314315151381e-19	3.269380376552839493e+02
-1.363773346	1.201121474020710412e-19	-2.493456546347463874e-20	1.226729819821346971e-19	3.269303227136012993e+02
-1.363712311	1.203021688871119195e-19	-2.400740451854419085e-20	1.226742324641170018e-19	3.269226076506254799e+02
-1.363651276	1.204850364533944611e-19	-2.307878109048983007e-20	1.226754830673127631e-19	3.269148924663254547e+02
-1.363590240	1.206607386439843369e-19	-2.214875033952333083e-20	1.226767337016862006e-19	3.269071771606944594e+02
-1.363529205	1.208292644930424779e-19	-2.121736753241055794e-20	1.226779843449304713e-19	3.268994617337494333e+02
-1.363468170	1.209906035437793641e-19	-2.028468802917299856e-20	1.226792350576448167e-19	3.268917461854485964e+02
-1.363407135	1.211447456470355413e-19	-1.935076726002443217e-20	1.226804857808957803e-19	3.268840305158182673e+02
-1.363346100	1.212916812023088411e-19	-1.841566074772216001e-20	1.226817365774454469e-19	3.268763147248274663e+02
-1.363285065	1.214314008605937178e-19	-1.747942406916300209e-20	1.226829873322125930e-19	3.268685988124890969e+02
-1.363224029	1.215638958781343998e-19	-1.654211289914904705e-20	1.226842381083979819e-19	3.268608827787959399e+02
-1.363162994	1.216891579607990128e-19	-1.560378298242054333e-20	1.226854889894105099e-19	3.268531666237391278e+02
-1.363101959	1.218071791001605287e-19	-1.466449011053779750e-20	1.226867399132467161e-19	3.268454503473146247e+02
-1.363040924	1.219179517950913278e-19	-1.372429014647481512e-20	1.226879908953392217e-19	3.268377339495018532e+02
-1.362979889	1.220214689684940048e-19	-1.278323901389737642e-20	1.226892419444980246e-19	3.268300174302991650e+02
-1.362918854	1.221177238983093823e-19	-1.184139268748958821e-20	1.226904929930720189e-19	3.268223007897249772e+02
-1.362857819	1.222067103504869992e-19	-1.089880719674656358e-20	1.226917440294972712e-19	3.268145840277555862e+02
-1.362796783	1.222884226636926858e-19	-9.955538634139979652e-21	1.226929951833836426e-19	3.268068671443802486e+02
-1.362735748	1.223628553512721680e-19	-9.011643116643710379e-21	1.226942463254822154e-19	3.267991501395986802e+02
-1.362674713	1.224300035955551680e-19	-8.067176824161565196e-21	1.226954975633578139e-19	3.267914330134145757e+02
-1.362613678	1.224898628326945299e-19	-7.122195961078497553e-21	1.226967488244098608e-19	3.267837157658208866e+02
-1.362552643	1.225424289806313012e-19	-6.176756771343997737e-21	1.226980000842939997e-19	3.267759983967998210e+02
-1.362491608	1.225876985711272697e-19	-5.230915540544585327e-21	1.226992514987677926e-19	3.267682809063363720e+02
-1.362430572	1.226256681983712197e-19	-4.284728571343907433e-21	1.227005028515658698e-19	3.267605632944591889e+02
-1.362369537	1.226563352836488096e-19	-3.338252202909569970e-21	1.227017543191013438e-19	3.267528455611395657e+02
-1.362308502	1.226796973332518883e-19	-2.391542787092819698e-21	1.227030057279803824e-19	3.267451277063661905e+02
-1.362247467	1.226957526975318302e-19	-1.444656707614295145e-21	1.227042573141484225e-19	3.267374097301460552e+02
-1.362186432	1.227044996477680193e-19	-4.976503533920024296e-22	1.227055087992521091e-19	3.267296916324733047e+02
-1.362125397	1.227059373804304641e-19	4.494198661102632837e-22	1.227067603949602190e-19	3.267219734133504403e+02
-1.362064362	1.227000652389189705e-19	1.396497541075829067e-21	1.227080120245503719e-19	3.267142550727326125e+02
-1.362003326	1.226868831404043232e-19	2.343526245390795844e-21	1.227092637496047555e-19	3.267065366106609758e+02
-1.361942291	1.226663912967482530e-19	3.290449554889834317e-21	1.227105154908911173e-19	3.266988180271236502e+02
-1.361881256	1.226385904392334136e-19	4.237211049437958753e-21	1.227117672531836452e-19	3.266910993220852220e+02
-1.361820221	1.226034817557108020e-19	5.183754307393852296e-21	1.227130190621286001e-19	3.266833804955639380e+02
-1.361759186	1.225610668654137225e-19	6.130022919756157941e-21	1.227142709393864586e-19	3.266756615475403009e+02
-1.361698151	1.225113477881189784e-19	7.075960484438867314e-21	1.227155228715535669e-19	3.266679424780152203e+02
